RESOLUTION,160,120,,,,
et_capture,et_sharpen,et_gray,et_binary,deadline_miss,jitter in the frame,execution jitter
0.051835,0.00624,0.000131,0.000292,0,-0.048165,-0.041502
0.079538,0.006234,0.000164,0.000319,0,-0.020462,-0.013744
0.059494,0.006225,0.000163,0.000296,0,-0.040506,-0.033822
0.043401,0.006202,0.000151,0.000287,0,-0.056599,-0.049959
0.067277,0.006217,0.000173,0.000305,0,-0.032723,-0.026028
0.051171,0.006223,0.00017,0.000335,0,-0.048829,-0.042101
0.075173,0.006211,0.000164,0.00031,0,-0.024827,-0.018141
0.059015,0.006268,0.000175,0.0003,0,-0.040985,-0.034243
0.082926,0.006213,0.000173,0.000319,0,-0.017074,-0.010369
0.066809,0.006222,0.000172,0.000318,0,-0.033191,-0.026478
0.050728,0.006209,0.000164,0.000308,0,-0.049272,-0.042591
0.074583,0.006197,0.00016,0.000312,0,-0.025417,-0.018748
0.058584,0.006248,0.000167,0.00032,0,-0.041416,-0.034681
0.082507,0.006207,0.000138,0.000291,0,-0.017493,-0.010857
0.062472,0.006171,0.000149,0.000337,0,-0.037528,-0.030871
0.046529,0.006188,0.000178,0.000327,0,-0.053471,-0.046777
0.070234,0.006189,0.000166,0.000335,0,-0.029766,-0.023077
0.054117,0.006306,0.000203,0.000326,0,-0.045883,-0.039048
0.07814,0.006141,0.000184,0.000359,0,-0.02186,-0.015175
0.062093,0.006214,0.000152,0.000312,0,-0.037907,-0.031229
0.045972,0.006244,0.000168,0.000356,0,-0.054028,-0.047261
0.069799,0.006192,0.000172,0.000305,0,-0.030201,-0.023532
0.053647,0.006236,0.000169,0.000347,0,-0.046353,-0.039601
0.077586,0.006151,0.000159,0.000321,0,-0.022414,-0.015782
0.061526,0.006198,0.000178,0.00033,0,-0.038474,-0.031767
0.085382,0.006222,0.000191,0.000362,0,-0.014618,-0.007843
0.06932,0.006226,0.000173,0.000327,0,-0.03068,-0.023954
0.049306,0.006159,0.000169,0.000331,0,-0.050694,-0.044035
0.076981,0.006201,0.000154,0.000327,0,-0.023019,-0.016337
0.057079,0.006198,0.000188,0.000349,0,-0.042921,-0.036186
,,,,,,
wcet_capture,wcet_sharpen,wcet_gray,wcet_binary,,,
0.085382,0.006306,0.000203,0.000362,,,
,,,,,,
DEADLINE,0.1,,,,,
ALL UNITS,SECONDS,,,,,
